Molecule,FRET_before,FRET_after,Time,number_of_frames,treatment_name,repeat
369_04_A8B1_1.0,0.535615,0.66071,19,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.66071,0.535615,39,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.535615,0.66071,39,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.66071,0.535615,15,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.535615,0.41578,30,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.41578,0.535615,51,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.535615,0.41578,11,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.41578,0.535615,30,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.535615,0.66071,26,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.66071,0.535615,9,1123,04_A8B1,1.0
369_04_A8B1_1.0,0.535615,0.41578,14,1123,04_A8B1,1.0
374_04_A8B1_1.0,0.977479,0.69865,9,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.69865,0.977479,40,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.977479,0.69865,54,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.69865,0.497084,356,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.497084,0.373367,60,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.373367,0.497084,258,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.497084,0.373367,102,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.373367,0.497084,492,1476,04_A8B1,1.0
374_04_A8B1_1.0,0.497084,0.977479,103,1476,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.8602,10,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,6,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.689624,2,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,15,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,20,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.381895,30,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.381895,0.559143,171,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.381895,31,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.381895,0.559143,17,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,23,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,7,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.381895,4,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.381895,0.559143,42,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.381895,18,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.381895,0.689624,7,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,8,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,7,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.381895,2,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.381895,0.559143,37,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,13,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,60,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,8,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,27,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,14,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.928909,2,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.8602,52,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,9,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.559143,31,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,9,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.8602,15,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,61,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.8602,20,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,39,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.8602,77,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,14,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.689624,24,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.8602,22,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,26,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.8602,77,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.928909,195,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.689624,59,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.8602,5,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.559143,2,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,144,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.8602,13,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.8602,0.559143,10,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,11,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.559143,32,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,13,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.928909,43,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.928909,0.559143,27,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.559143,0.689624,23,1655,04_A8B1,1.0
377_04_A8B1_1.0,0.689624,0.8602,12,1655,04_A8B1,1.0
378_04_A8B1_1.0,0.426685,0.771128,22,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.663094,35,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.663094,0.771128,17,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,130,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.663094,5,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.663094,0.771128,15,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,68,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.771128,35,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.919927,6,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.919927,0.771128,24,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,26,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.919927,36,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.919927,0.852892,11,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.919927,44,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.919927,0.663094,7,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.663094,0.771128,28,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,18,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.663094,8,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.663094,0.771128,58,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.663094,17,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.663094,0.771128,138,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,10,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.771128,21,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.771128,0.852892,39,1170,04_A8B1,1.0
378_04_A8B1_1.0,0.852892,0.919927,169,1170,04_A8B1,1.0
384_04_A8B1_1.0,0.049696,0.489294,1153,1351,04_A8B1,1.0
384_04_A8B1_1.0,0.489294,0.888913,8,1351,04_A8B1,1.0
384_04_A8B1_1.0,0.888913,0.489294,10,1351,04_A8B1,1.0
384_04_A8B1_1.0,0.489294,0.888913,4,1351,04_A8B1,1.0
384_04_A8B1_1.0,0.888913,0.489294,16,1351,04_A8B1,1.0
384_04_A8B1_1.0,0.489294,0.888913,2,1351,04_A8B1,1.0
386_04_A8B1_1.0,0.10465,0.794312,175,226,04_A8B1,1.0
386_04_A8B1_1.0,0.794312,0.10465,2,226,04_A8B1,1.0
386_04_A8B1_1.0,0.10465,0.794312,6,226,04_A8B1,1.0
388_04_A8B1_1.0,0.023624,0.049884,509,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.049884,0.023624,7,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.023624,0.049884,620,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.049884,0.023624,13,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.023624,0.049884,394,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.049884,0.023624,2,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.023624,0.049884,41,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.049884,0.023624,12,1686,04_A8B1,1.0
388_04_A8B1_1.0,0.023624,0.994944,67,1686,04_A8B1,1.0
389_04_A8B1_1.0,0.437733,0.640025,9,377,04_A8B1,1.0
389_04_A8B1_1.0,0.640025,0.437733,6,377,04_A8B1,1.0
389_04_A8B1_1.0,0.437733,0.640025,319,377,04_A8B1,1.0
389_04_A8B1_1.0,0.640025,0.904048,6,377,04_A8B1,1.0
389_04_A8B1_1.0,0.904048,0.640025,31,377,04_A8B1,1.0
389_04_A8B1_1.0,0.640025,0.904048,1,377,04_A8B1,1.0
392_04_A8B1_1.0,-0.021184,0.049372,3,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.049372,-0.021184,53,1776,04_A8B1,1.0
392_04_A8B1_1.0,-0.021184,0.049372,8,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.049372,0.223937,1222,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.223937,0.049372,12,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.049372,-0.021184,29,1776,04_A8B1,1.0
392_04_A8B1_1.0,-0.021184,0.049372,11,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.049372,0.223937,84,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.223937,0.644048,117,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.644048,0.223937,50,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.223937,0.644048,36,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.644048,0.223937,13,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.223937,0.644048,79,1776,04_A8B1,1.0
392_04_A8B1_1.0,0.644048,0.223937,43,1776,04_A8B1,1.0
403_04_A8B1_1.0,0.072646,0.328527,363,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.514112,6,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.072646,31,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.072646,0.328527,114,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.798787,35,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.798787,0.328527,29,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.514112,46,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.798787,13,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.798787,0.328527,7,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.514112,19,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.328527,7,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.072646,111,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.072646,0.328527,24,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.514112,33,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.328527,30,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.328527,0.514112,109,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.798787,67,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.798787,0.514112,6,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.798787,68,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.798787,0.514112,33,1201,04_A8B1,1.0
403_04_A8B1_1.0,0.514112,0.798787,14,1201,04_A8B1,1.0
409_04_A8B1_1.0,0.324052,0.557973,38,202,04_A8B1,1.0
409_04_A8B1_1.0,0.557973,0.759652,65,202,04_A8B1,1.0
409_04_A8B1_1.0,0.759652,0.557973,65,202,04_A8B1,1.0
412_04_A8B1_1.0,0.947382,0.052851,68,1651,04_A8B1,1.0
412_04_A8B1_1.0,0.052851,0.220938,1508,1651,04_A8B1,1.0
412_04_A8B1_1.0,0.220938,0.052851,6,1651,04_A8B1,1.0
412_04_A8B1_1.0,0.052851,0.220938,55,1651,04_A8B1,1.0
412_04_A8B1_1.0,0.220938,0.947382,9,1651,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,72,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,2,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,32,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,12,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,540,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,1,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,226,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,2,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,72,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,2,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,23,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,2,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,597,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,3,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,42,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,1,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.761977,16,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.761977,0.002615,25,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,1,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.002615,4,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.002615,0.045033,1,1691,04_A8B1,1.0
413_04_A8B1_1.0,0.045033,0.761977,5,1691,04_A8B1,1.0
420_04_A8B1_1.0,0.140511,0.430896,208,476,04_A8B1,1.0
420_04_A8B1_1.0,0.430896,0.718066,5,476,04_A8B1,1.0
420_04_A8B1_1.0,0.718066,0.430896,42,476,04_A8B1,1.0
420_04_A8B1_1.0,0.430896,0.928929,18,476,04_A8B1,1.0
420_04_A8B1_1.0,0.928929,0.718066,7,476,04_A8B1,1.0
420_04_A8B1_1.0,0.718066,0.928929,4,476,04_A8B1,1.0
420_04_A8B1_1.0,0.928929,0.430896,10,476,04_A8B1,1.0
420_04_A8B1_1.0,0.430896,0.718066,14,476,04_A8B1,1.0
420_04_A8B1_1.0,0.718066,0.430896,30,476,04_A8B1,1.0
420_04_A8B1_1.0,0.430896,0.718066,65,476,04_A8B1,1.0
420_04_A8B1_1.0,0.718066,0.928929,41,476,04_A8B1,1.0
422_04_A8B1_1.0,0.049917,0.831247,205,241,04_A8B1,1.0
422_04_A8B1_1.0,0.831247,0.049917,1,241,04_A8B1,1.0
422_04_A8B1_1.0,0.049917,0.831247,3,241,04_A8B1,1.0
443_04_A8B1_1.0,0.716711,0.828654,10,462,04_A8B1,1.0
443_04_A8B1_1.0,0.828654,0.716711,7,462,04_A8B1,1.0
443_04_A8B1_1.0,0.716711,0.828654,25,462,04_A8B1,1.0
443_04_A8B1_1.0,0.828654,0.716711,59,462,04_A8B1,1.0
443_04_A8B1_1.0,0.716711,0.828654,281,462,04_A8B1,1.0
443_04_A8B1_1.0,0.828654,0.716711,17,462,04_A8B1,1.0
443_04_A8B1_1.0,0.716711,0.423902,43,462,04_A8B1,1.0
447_04_A8B1_1.0,0.044085,0.426295,818,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.426295,0.194754,2,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.194754,0.426295,2,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.426295,0.194754,8,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.194754,0.635182,12,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.635182,0.194754,27,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.194754,0.426295,148,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.426295,0.194754,26,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.194754,0.426295,67,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.426295,0.635182,52,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.635182,0.426295,93,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.426295,0.194754,87,1406,04_A8B1,1.0
447_04_A8B1_1.0,0.194754,0.426295,32,1406,04_A8B1,1.0
449_04_A8B1_1.0,0.65446,0.17726,208,691,04_A8B1,1.0
449_04_A8B1_1.0,0.17726,0.338002,8,691,04_A8B1,1.0
449_04_A8B1_1.0,0.338002,0.17726,5,691,04_A8B1,1.0
449_04_A8B1_1.0,0.17726,0.338002,376,691,04_A8B1,1.0
449_04_A8B1_1.0,0.338002,0.65446,25,691,04_A8B1,1.0
449_04_A8B1_1.0,0.65446,0.338002,8,691,04_A8B1,1.0
449_04_A8B1_1.0,0.338002,0.65446,18,691,04_A8B1,1.0
449_04_A8B1_1.0,0.65446,0.17726,9,691,04_A8B1,1.0
449_04_A8B1_1.0,0.17726,0.65446,18,691,04_A8B1,1.0
450_04_A8B1_1.0,0.921405,0.84931,62,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.921405,6,762,04_A8B1,1.0
450_04_A8B1_1.0,0.921405,0.84931,71,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.921405,9,762,04_A8B1,1.0
450_04_A8B1_1.0,0.921405,0.84931,90,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.471226,126,762,04_A8B1,1.0
450_04_A8B1_1.0,0.471226,0.84931,1,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.921405,83,762,04_A8B1,1.0
450_04_A8B1_1.0,0.921405,0.84931,21,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.921405,228,762,04_A8B1,1.0
450_04_A8B1_1.0,0.921405,0.84931,7,762,04_A8B1,1.0
450_04_A8B1_1.0,0.84931,0.471226,55,762,04_A8B1,1.0
451_04_A8B1_1.0,0.340759,0.604743,2,490,04_A8B1,1.0
451_04_A8B1_1.0,0.604743,0.340759,20,490,04_A8B1,1.0
451_04_A8B1_1.0,0.340759,0.513841,13,490,04_A8B1,1.0
451_04_A8B1_1.0,0.513841,0.604743,89,490,04_A8B1,1.0
451_04_A8B1_1.0,0.604743,0.513841,129,490,04_A8B1,1.0
451_04_A8B1_1.0,0.513841,0.604743,31,490,04_A8B1,1.0
451_04_A8B1_1.0,0.604743,0.513841,133,490,04_A8B1,1.0
451_04_A8B1_1.0,0.513841,0.604743,61,490,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.78906,75,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,10,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.78906,26,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,18,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.78906,25,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,28,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.78906,32,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,119,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.78906,52,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,118,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.78906,88,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.684015,8,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.498084,12,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.498084,0.684015,32,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.78906,29,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.872508,36,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.872508,0.498084,21,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.498084,0.684015,5,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.498084,7,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.498084,0.684015,109,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.498084,5,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.498084,0.684015,22,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.78906,25,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.78906,0.498084,36,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.498084,0.684015,49,1085,04_A8B1,1.0
456_04_A8B1_1.0,0.684015,0.976593,64,1085,04_A8B1,1.0
459_04_A8B1_1.0,0.764062,0.495543,117,674,04_A8B1,1.0
459_04_A8B1_1.0,0.495543,0.605844,182,674,04_A8B1,1.0
459_04_A8B1_1.0,0.605844,0.764062,162,674,04_A8B1,1.0
459_04_A8B1_1.0,0.764062,0.605844,16,674,04_A8B1,1.0
459_04_A8B1_1.0,0.605844,0.495543,17,674,04_A8B1,1.0
459_04_A8B1_1.0,0.495543,0.605844,130,674,04_A8B1,1.0
459_04_A8B1_1.0,0.605844,0.495543,34,674,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,201,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.48835,13,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,43,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.48835,145,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,19,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.48835,55,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,9,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.743604,202,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.743604,0.581883,18,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.48835,139,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,18,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.48835,96,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.48835,0.581883,25,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.581883,0.743604,177,1173,04_A8B1,1.0
460_04_A8B1_1.0,0.743604,0.48835,9,1173,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.838777,70,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.702787,56,682,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.56356,56,682,04_A8B1,1.0
464_04_A8B1_1.0,0.56356,0.838777,2,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.310205,7,682,04_A8B1,1.0
464_04_A8B1_1.0,0.310205,0.56356,117,682,04_A8B1,1.0
464_04_A8B1_1.0,0.56356,0.838777,4,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.702787,8,682,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.56356,70,682,04_A8B1,1.0
464_04_A8B1_1.0,0.56356,0.702787,6,682,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.838777,13,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.702787,7,682,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.838777,85,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.702787,8,682,04_A8B1,1.0
464_04_A8B1_1.0,0.702787,0.56356,70,682,04_A8B1,1.0
464_04_A8B1_1.0,0.56356,0.838777,72,682,04_A8B1,1.0
464_04_A8B1_1.0,0.838777,0.310205,29,682,04_A8B1,1.0
