Molecule,FRET_before,FRET_after,Time,number_of_frames,treatment_name,repeat
002_01_Native_1.0,0.663358,0.865227,77,416,01_Native,1.0
002_01_Native_1.0,0.865227,0.494094,31,416,01_Native,1.0
002_01_Native_1.0,0.494094,0.663358,161,416,01_Native,1.0
002_01_Native_1.0,0.663358,0.494094,94,416,01_Native,1.0
015_01_Native_1.0,0.783527,0.326089,145,151,01_Native,1.0
022_01_Native_1.0,0.562755,0.410772,24,403,01_Native,1.0
022_01_Native_1.0,0.410772,0.562755,19,403,01_Native,1.0
022_01_Native_1.0,0.562755,0.410772,37,403,01_Native,1.0
022_01_Native_1.0,0.410772,0.562755,79,403,01_Native,1.0
022_01_Native_1.0,0.562755,0.410772,62,403,01_Native,1.0
022_01_Native_1.0,0.410772,0.562755,49,403,01_Native,1.0
022_01_Native_1.0,0.562755,0.410772,39,403,01_Native,1.0
068_01_Native_1.0,0.455859,0.377825,379,604,01_Native,1.0
068_01_Native_1.0,0.377825,0.455859,182,604,01_Native,1.0
068_01_Native_1.0,0.455859,0.377825,17,604,01_Native,1.0
072_01_Native_1.0,0.568876,0.471405,214,520,01_Native,1.0
072_01_Native_1.0,0.471405,0.568876,176,520,01_Native,1.0
072_01_Native_1.0,0.568876,0.471405,18,520,01_Native,1.0
078_01_Native_1.0,0.616337,0.416302,205,374,01_Native,1.0
078_01_Native_1.0,0.416302,0.616337,26,374,01_Native,1.0
098_01_Native_1.0,0.687796,0.794923,8,501,01_Native,1.0
098_01_Native_1.0,0.794923,0.687796,142,501,01_Native,1.0
098_01_Native_1.0,0.687796,0.470718,40,501,01_Native,1.0
098_01_Native_1.0,0.470718,0.794923,19,501,01_Native,1.0
098_01_Native_1.0,0.794923,0.687796,74,501,01_Native,1.0
098_01_Native_1.0,0.687796,0.794923,18,501,01_Native,1.0
098_01_Native_1.0,0.794923,0.687796,16,501,01_Native,1.0
098_01_Native_1.0,0.687796,0.470718,22,501,01_Native,1.0
098_01_Native_1.0,0.470718,0.794923,39,501,01_Native,1.0
098_01_Native_1.0,0.794923,0.687796,62,501,01_Native,1.0
098_01_Native_1.0,0.687796,0.794923,16,501,01_Native,1.0
106_01_Native_1.0,0.708285,0.558506,152,621,01_Native,1.0
106_01_Native_1.0,0.558506,0.435745,79,621,01_Native,1.0
106_01_Native_1.0,0.435745,0.558506,171,621,01_Native,1.0
106_01_Native_1.0,0.558506,0.435745,22,621,01_Native,1.0
115_01_Native_1.0,0.698591,0.602577,115,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.698591,19,1619,01_Native,1.0
115_01_Native_1.0,0.698591,0.602577,11,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,66,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,24,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,36,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,10,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,85,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,29,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.698591,16,1619,01_Native,1.0
115_01_Native_1.0,0.698591,0.602577,22,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,67,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,58,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,23,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,53,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.437865,46,1619,01_Native,1.0
115_01_Native_1.0,0.437865,0.547502,28,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,36,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,13,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,77,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,59,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,48,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,29,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,18,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.698591,77,1619,01_Native,1.0
115_01_Native_1.0,0.698591,0.602577,2,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.914336,185,1619,01_Native,1.0
115_01_Native_1.0,0.914336,0.602577,11,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,15,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,69,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.698591,63,1619,01_Native,1.0
115_01_Native_1.0,0.698591,0.547502,30,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.602577,53,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.914336,9,1619,01_Native,1.0
115_01_Native_1.0,0.914336,0.698591,14,1619,01_Native,1.0
115_01_Native_1.0,0.698591,0.914336,26,1619,01_Native,1.0
115_01_Native_1.0,0.914336,0.602577,42,1619,01_Native,1.0
115_01_Native_1.0,0.602577,0.547502,15,1619,01_Native,1.0
115_01_Native_1.0,0.547502,0.437865,19,1619,01_Native,1.0
118_01_Native_1.0,0.708206,0.374216,98,252,01_Native,1.0
129_01_Native_1.0,0.418582,0.577649,21,341,01_Native,1.0
129_01_Native_1.0,0.577649,0.418582,27,341,01_Native,1.0
129_01_Native_1.0,0.418582,0.577649,7,341,01_Native,1.0
129_01_Native_1.0,0.577649,0.418582,106,341,01_Native,1.0
129_01_Native_1.0,0.418582,0.577649,6,341,01_Native,1.0
129_01_Native_1.0,0.577649,0.418582,33,341,01_Native,1.0
129_01_Native_1.0,0.418582,0.577649,13,341,01_Native,1.0
129_01_Native_1.0,0.577649,0.418582,48,341,01_Native,1.0
129_01_Native_1.0,0.418582,0.577649,10,341,01_Native,1.0
156_01_Native_1.0,0.870837,0.473912,56,221,01_Native,1.0
158_01_Native_1.0,0.830867,0.717614,45,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.830867,35,987,01_Native,1.0
158_01_Native_1.0,0.830867,0.717614,67,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.598154,127,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.717614,7,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.452367,62,987,01_Native,1.0
158_01_Native_1.0,0.452367,0.598154,72,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.717614,3,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.598154,7,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.717614,59,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.830867,56,987,01_Native,1.0
158_01_Native_1.0,0.830867,0.717614,18,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.598154,16,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.452367,41,987,01_Native,1.0
158_01_Native_1.0,0.452367,0.830867,61,987,01_Native,1.0
158_01_Native_1.0,0.830867,0.717614,68,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.598154,25,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.452367,8,987,01_Native,1.0
158_01_Native_1.0,0.452367,0.598154,34,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.452367,11,987,01_Native,1.0
158_01_Native_1.0,0.452367,0.598154,40,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.717614,11,987,01_Native,1.0
158_01_Native_1.0,0.717614,0.598154,6,987,01_Native,1.0
158_01_Native_1.0,0.598154,0.452367,32,987,01_Native,1.0
158_01_Native_1.0,0.452367,0.598154,27,987,01_Native,1.0
161_01_Native_1.0,0.711204,0.605316,28,421,01_Native,1.0
161_01_Native_1.0,0.605316,0.711204,30,421,01_Native,1.0
161_01_Native_1.0,0.711204,0.605316,26,421,01_Native,1.0
161_01_Native_1.0,0.605316,0.417984,15,421,01_Native,1.0
161_01_Native_1.0,0.417984,0.605316,13,421,01_Native,1.0
161_01_Native_1.0,0.605316,0.417984,13,421,01_Native,1.0
161_01_Native_1.0,0.417984,0.711204,8,421,01_Native,1.0
161_01_Native_1.0,0.711204,0.417984,8,421,01_Native,1.0
161_01_Native_1.0,0.417984,0.605316,23,421,01_Native,1.0
166_01_Native_1.0,0.493321,0.742874,28,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.493321,20,431,01_Native,1.0
166_01_Native_1.0,0.493321,0.742874,19,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.922601,29,431,01_Native,1.0
166_01_Native_1.0,0.922601,0.742874,12,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.922601,65,431,01_Native,1.0
166_01_Native_1.0,0.922601,0.742874,26,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.922601,7,431,01_Native,1.0
166_01_Native_1.0,0.922601,0.742874,52,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.493321,100,431,01_Native,1.0
166_01_Native_1.0,0.493321,0.922601,24,431,01_Native,1.0
166_01_Native_1.0,0.922601,0.742874,2,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.922601,4,431,01_Native,1.0
166_01_Native_1.0,0.922601,0.742874,29,431,01_Native,1.0
166_01_Native_1.0,0.742874,0.922601,4,431,01_Native,1.0
168_01_Native_1.0,0.667503,0.424404,24,700,01_Native,1.0
168_01_Native_1.0,0.424404,0.767646,9,700,01_Native,1.0
168_01_Native_1.0,0.767646,0.667503,32,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.767646,28,700,01_Native,1.0
168_01_Native_1.0,0.767646,0.667503,19,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.767646,40,700,01_Native,1.0
168_01_Native_1.0,0.767646,0.667503,25,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.957082,7,700,01_Native,1.0
168_01_Native_1.0,0.957082,0.667503,32,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.424404,19,700,01_Native,1.0
168_01_Native_1.0,0.424404,0.667503,10,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.424404,54,700,01_Native,1.0
168_01_Native_1.0,0.424404,0.667503,9,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.767646,7,700,01_Native,1.0
168_01_Native_1.0,0.767646,0.667503,15,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.767646,53,700,01_Native,1.0
168_01_Native_1.0,0.767646,0.667503,154,700,01_Native,1.0
168_01_Native_1.0,0.667503,0.767646,21,700,01_Native,1.0
182_01_Native_1.0,0.484341,0.648753,338,455,01_Native,1.0
182_01_Native_1.0,0.648753,0.484341,33,455,01_Native,1.0
182_01_Native_1.0,0.484341,0.648753,38,455,01_Native,1.0
187_01_Native_1.0,0.55344,0.461543,105,444,01_Native,1.0
187_01_Native_1.0,0.461543,0.55344,19,444,01_Native,1.0
187_01_Native_1.0,0.55344,0.461543,121,444,01_Native,1.0
187_01_Native_1.0,0.461543,0.55344,15,444,01_Native,1.0
187_01_Native_1.0,0.55344,0.461543,20,444,01_Native,1.0
187_01_Native_1.0,0.461543,0.55344,155,444,01_Native,1.0
191_01_Native_1.0,0.617139,0.466548,26,409,01_Native,1.0
191_01_Native_1.0,0.466548,0.617139,142,409,01_Native,1.0
191_01_Native_1.0,0.617139,0.466548,68,409,01_Native,1.0
191_01_Native_1.0,0.466548,0.617139,16,409,01_Native,1.0
191_01_Native_1.0,0.617139,0.466548,155,409,01_Native,1.0
193_01_Native_1.0,0.653653,0.768016,18,307,01_Native,1.0
193_01_Native_1.0,0.768016,0.406444,4,307,01_Native,1.0
193_01_Native_1.0,0.406444,0.653653,28,307,01_Native,1.0
193_01_Native_1.0,0.653653,0.768016,25,307,01_Native,1.0
193_01_Native_1.0,0.768016,0.653653,132,307,01_Native,1.0
193_01_Native_1.0,0.653653,0.406444,19,307,01_Native,1.0
197_01_Native_1.0,0.448268,0.583139,82,339,01_Native,1.0
197_01_Native_1.0,0.583139,0.448268,138,339,01_Native,1.0
197_01_Native_1.0,0.448268,0.583139,23,339,01_Native,1.0
204_01_Native_1.0,0.660154,0.770779,248,480,01_Native,1.0
204_01_Native_1.0,0.770779,0.660154,20,480,01_Native,1.0
204_01_Native_1.0,0.660154,0.474256,26,480,01_Native,1.0
204_01_Native_1.0,0.474256,0.660154,10,480,01_Native,1.0
204_01_Native_1.0,0.660154,0.770779,118,480,01_Native,1.0
204_01_Native_1.0,0.770779,0.660154,12,480,01_Native,1.0
204_01_Native_1.0,0.660154,0.770779,21,480,01_Native,1.0
211_01_Native_1.0,0.780731,0.651086,72,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.780731,45,673,01_Native,1.0
211_01_Native_1.0,0.780731,0.651086,27,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.489192,9,673,01_Native,1.0
211_01_Native_1.0,0.489192,0.651086,26,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.489192,41,673,01_Native,1.0
211_01_Native_1.0,0.489192,0.651086,7,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.780731,7,673,01_Native,1.0
211_01_Native_1.0,0.780731,0.651086,10,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.780731,42,673,01_Native,1.0
211_01_Native_1.0,0.780731,0.651086,58,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.489192,85,673,01_Native,1.0
211_01_Native_1.0,0.489192,0.651086,8,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.489192,35,673,01_Native,1.0
211_01_Native_1.0,0.489192,0.651086,53,673,01_Native,1.0
211_01_Native_1.0,0.651086,0.780731,118,673,01_Native,1.0
214_01_Native_1.0,0.693354,0.54941,74,687,01_Native,1.0
214_01_Native_1.0,0.54941,0.693354,195,687,01_Native,1.0
214_01_Native_1.0,0.693354,0.54941,67,687,01_Native,1.0
214_01_Native_1.0,0.54941,0.438736,129,687,01_Native,1.0
214_01_Native_1.0,0.438736,0.54941,19,687,01_Native,1.0
214_01_Native_1.0,0.54941,0.438736,54,687,01_Native,1.0
214_01_Native_1.0,0.438736,0.54941,5,687,01_Native,1.0
214_01_Native_1.0,0.54941,0.438736,140,687,01_Native,1.0
220_01_Native_1.0,0.706176,0.434847,11,459,01_Native,1.0
220_01_Native_1.0,0.434847,0.706176,176,459,01_Native,1.0
220_01_Native_1.0,0.706176,0.434847,19,459,01_Native,1.0
220_01_Native_1.0,0.434847,0.706176,3,459,01_Native,1.0
220_01_Native_1.0,0.706176,0.434847,244,459,01_Native,1.0
220_01_Native_1.0,0.434847,0.706176,1,459,01_Native,1.0
224_01_Native_1.0,0.682618,0.454705,96,535,01_Native,1.0
224_01_Native_1.0,0.454705,0.682618,95,535,01_Native,1.0
224_01_Native_1.0,0.682618,0.454705,167,535,01_Native,1.0
224_01_Native_1.0,0.454705,0.682618,62,535,01_Native,1.0
224_01_Native_1.0,0.682618,0.454705,6,535,01_Native,1.0
226_01_Native_1.0,0.738255,0.572362,107,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,41,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.420118,27,707,01_Native,1.0
226_01_Native_1.0,0.420118,0.572362,12,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,6,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.572362,12,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.420118,92,707,01_Native,1.0
226_01_Native_1.0,0.420118,0.572362,54,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,3,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.572362,2,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,40,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.932252,44,707,01_Native,1.0
226_01_Native_1.0,0.932252,0.572362,42,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,26,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.932252,135,707,01_Native,1.0
226_01_Native_1.0,0.932252,0.738255,9,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.572362,7,707,01_Native,1.0
226_01_Native_1.0,0.572362,0.738255,21,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.932252,15,707,01_Native,1.0
226_01_Native_1.0,0.932252,0.738255,5,707,01_Native,1.0
226_01_Native_1.0,0.738255,0.932252,4,707,01_Native,1.0
229_01_Native_1.0,0.696837,0.769848,269,1528,01_Native,1.0
229_01_Native_1.0,0.769848,0.696837,122,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.769848,36,1528,01_Native,1.0
229_01_Native_1.0,0.769848,0.696837,21,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.769848,120,1528,01_Native,1.0
229_01_Native_1.0,0.769848,0.696837,22,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.769848,41,1528,01_Native,1.0
229_01_Native_1.0,0.769848,0.696837,36,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.57664,15,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.696837,22,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.57664,24,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.696837,10,1528,01_Native,1.0
229_01_Native_1.0,0.696837,0.57664,33,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.465866,88,1528,01_Native,1.0
229_01_Native_1.0,0.465866,0.57664,31,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.884093,45,1528,01_Native,1.0
229_01_Native_1.0,0.884093,0.465866,51,1528,01_Native,1.0
229_01_Native_1.0,0.465866,0.57664,48,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.465866,37,1528,01_Native,1.0
229_01_Native_1.0,0.465866,0.57664,266,1528,01_Native,1.0
229_01_Native_1.0,0.57664,0.465866,36,1528,01_Native,1.0
229_01_Native_1.0,0.465866,0.57664,116,1528,01_Native,1.0
243_01_Native_1.0,0.622164,0.485481,120,507,01_Native,1.0
243_01_Native_1.0,0.485481,0.622164,70,507,01_Native,1.0
243_01_Native_1.0,0.622164,0.485481,24,507,01_Native,1.0
243_01_Native_1.0,0.485481,0.622164,66,507,01_Native,1.0
243_01_Native_1.0,0.622164,0.485481,35,507,01_Native,1.0
243_01_Native_1.0,0.485481,0.622164,67,507,01_Native,1.0
243_01_Native_1.0,0.622164,0.485481,114,507,01_Native,1.0
256_01_Native_1.0,0.450803,0.617282,5,313,01_Native,1.0
256_01_Native_1.0,0.617282,0.795221,84,313,01_Native,1.0
256_01_Native_1.0,0.795221,0.617282,84,313,01_Native,1.0
256_01_Native_1.0,0.617282,0.450803,76,313,01_Native,1.0
256_01_Native_1.0,0.450803,0.617282,48,313,01_Native,1.0
298_01_Native_1.0,0.775803,0.499252,148,177,01_Native,1.0
317_01_Native_1.0,0.479708,0.604763,68,393,01_Native,1.0
317_01_Native_1.0,0.604763,0.479708,324,393,01_Native,1.0
325_01_Native_1.0,0.565138,0.462449,597,605,01_Native,1.0
335_01_Native_1.0,0.874551,0.575662,26,677,01_Native,1.0
335_01_Native_1.0,0.575662,0.474088,76,677,01_Native,1.0
335_01_Native_1.0,0.474088,0.575662,35,677,01_Native,1.0
335_01_Native_1.0,0.575662,0.474088,528,677,01_Native,1.0
338_01_Native_1.0,0.408972,0.590462,4,300,01_Native,1.0
338_01_Native_1.0,0.590462,0.408972,243,300,01_Native,1.0
338_01_Native_1.0,0.408972,0.590462,11,300,01_Native,1.0
001_02_Misfolded_1.0,0.657089,0.356639,23,167,02_Misfolded,1.0
001_02_Misfolded_1.0,0.356639,0.657089,45,167,02_Misfolded,1.0
001_02_Misfolded_1.0,0.657089,0.356639,30,167,02_Misfolded,1.0
001_02_Misfolded_1.0,0.356639,0.657089,47,167,02_Misfolded,1.0
001_02_Misfolded_1.0,0.657089,0.356639,7,167,02_Misfolded,1.0
006_02_Misfolded_1.0,0.616968,0.773302,477,751,02_Misfolded,1.0
006_02_Misfolded_1.0,0.773302,0.616968,149,751,02_Misfolded,1.0
006_02_Misfolded_1.0,0.616968,0.773302,29,751,02_Misfolded,1.0
006_02_Misfolded_1.0,0.773302,0.497372,68,751,02_Misfolded,1.0
006_02_Misfolded_1.0,0.497372,0.616968,9,751,02_Misfolded,1.0
010_02_Misfolded_1.0,0.906666,0.759031,48,217,02_Misfolded,1.0
010_02_Misfolded_1.0,0.759031,0.906666,34,217,02_Misfolded,1.0
010_02_Misfolded_1.0,0.906666,0.759031,20,217,02_Misfolded,1.0
010_02_Misfolded_1.0,0.759031,0.42255,76,217,02_Misfolded,1.0
019_02_Misfolded_1.0,0.7605,0.469288,21,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.469288,0.7605,9,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.7605,0.319649,24,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.319649,0.469288,185,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.469288,0.319649,18,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.319649,0.469288,50,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.469288,0.319649,9,389,02_Misfolded,1.0
019_02_Misfolded_1.0,0.319649,0.469288,30,389,02_Misfolded,1.0
022_02_Misfolded_1.0,0.374304,0.680196,72,83,02_Misfolded,1.0
026_02_Misfolded_1.0,0.496787,0.693685,175,423,02_Misfolded,1.0
026_02_Misfolded_1.0,0.693685,0.496787,13,423,02_Misfolded,1.0
026_02_Misfolded_1.0,0.496787,0.693685,79,423,02_Misfolded,1.0
026_02_Misfolded_1.0,0.693685,0.496787,111,423,02_Misfolded,1.0
033_02_Misfolded_1.0,0.568289,0.34686,12,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.34686,0.568289,15,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.568289,0.876249,25,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.876249,0.568289,3,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.568289,0.876249,6,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.876249,0.568289,23,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.568289,0.876249,153,258,02_Misfolded,1.0
033_02_Misfolded_1.0,0.876249,0.568289,18,258,02_Misfolded,1.0
040_02_Misfolded_1.0,0.799225,0.211282,19,26,02_Misfolded,1.0
057_02_Misfolded_1.0,0.493005,0.642002,11,270,02_Misfolded,1.0
057_02_Misfolded_1.0,0.642002,0.493005,83,270,02_Misfolded,1.0
057_02_Misfolded_1.0,0.493005,0.642002,13,270,02_Misfolded,1.0
057_02_Misfolded_1.0,0.642002,0.493005,105,270,02_Misfolded,1.0
057_02_Misfolded_1.0,0.493005,0.642002,33,270,02_Misfolded,1.0
059_02_Misfolded_1.0,0.889497,0.823275,148,692,02_Misfolded,1.0
059_02_Misfolded_1.0,0.823275,0.560477,217,692,02_Misfolded,1.0
059_02_Misfolded_1.0,0.560477,0.370572,42,692,02_Misfolded,1.0
062_02_Misfolded_1.0,0.824458,0.478134,15,89,02_Misfolded,1.0
062_02_Misfolded_1.0,0.478134,0.824458,7,89,02_Misfolded,1.0
062_02_Misfolded_1.0,0.824458,0.478134,59,89,02_Misfolded,1.0
070_02_Misfolded_1.0,0.378027,0.695464,6,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.695464,0.591912,126,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.591912,0.695464,16,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.695464,0.591912,18,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.591912,0.695464,65,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.695464,0.591912,41,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.591912,0.378027,60,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.378027,0.695464,21,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.695464,0.591912,5,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.591912,0.695464,3,416,02_Misfolded,1.0
070_02_Misfolded_1.0,0.695464,0.591912,17,416,02_Misfolded,1.0
104_02_Misfolded_1.0,0.422985,0.722361,3,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.598921,6,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.598921,0.422985,35,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.422985,0.598921,62,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.598921,0.722361,19,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.875587,21,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.875587,0.722361,4,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.875587,7,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.875587,0.722361,16,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.598921,50,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.598921,0.722361,30,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.875587,42,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.875587,0.722361,12,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.598921,47,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.598921,0.722361,94,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.598921,23,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.598921,0.722361,73,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.722361,0.875587,21,623,02_Misfolded,1.0
104_02_Misfolded_1.0,0.875587,0.722361,33,623,02_Misfolded,1.0
126_02_Misfolded_1.0,0.672153,0.464806,57,238,02_Misfolded,1.0
129_02_Misfolded_1.0,0.87971,0.324891,22,26,02_Misfolded,1.0
153_02_Misfolded_1.0,0.829653,0.665511,3,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.829653,43,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.829653,0.665511,13,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.829653,61,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.829653,0.665511,25,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.470381,31,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.470381,0.665511,34,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.829653,56,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.829653,0.665511,8,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.470381,7,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.470381,0.665511,17,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.470381,33,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.470381,0.665511,6,381,02_Misfolded,1.0
153_02_Misfolded_1.0,0.665511,0.470381,22,381,02_Misfolded,1.0
168_02_Misfolded_1.0,0.419633,0.303352,64,378,02_Misfolded,1.0
168_02_Misfolded_1.0,0.303352,0.419633,129,378,02_Misfolded,1.0
168_02_Misfolded_1.0,0.419633,0.303352,177,378,02_Misfolded,1.0
215_02_Misfolded_1.0,0.880259,0.351027,24,26,02_Misfolded,1.0
229_02_Misfolded_1.0,0.809022,0.481727,67,116,02_Misfolded,1.0
236_02_Misfolded_1.0,0.744916,0.447873,81,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.447873,0.620982,16,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.620982,0.447873,79,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.447873,0.620982,13,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.620982,0.744916,32,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.744916,0.620982,45,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.620982,0.744916,55,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.744916,0.620982,25,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.620982,0.744916,54,428,02_Misfolded,1.0
