molecule,FRET_before,FRET_after,Time,number_of_frames,treatment,repeat,transition_type,shift,is_in_sequence,CumulativeTime,CumulativeTime(s),transition_name
064_03_A8A2_2.0,0.03046,0.654935,6,340,03_A8A2,2.0,low-high,high-low,False,6,1.2000000000000002,$T_{low-high}$
065_03_A8A2_2.0,-0.074773,0.866327,5,1339,03_A8A2,2.0,low-high,low-low,False,1307,261.40000000000003,$T_{low-high}$
067_03_A8A2_1.0,0.086622,0.638677,204,625,03_A8A2,1.0,low-high,,False,204,40.8,$T_{low-high}$
067_03_A8A2_1.0,0.638677,0.086622,10,625,03_A8A2,1.0,high-low,low-high,False,10,2.0,$T_{high-low}$
067_03_A8A2_1.0,0.086622,0.638677,218,625,03_A8A2,1.0,low-high,high-low,False,218,43.6,$T_{low-high}$
067_03_A8A2_1.0,0.638677,0.086622,4,625,03_A8A2,1.0,high-low,low-high,False,4,0.8,$T_{high-low}$
067_03_A8A2_1.0,0.086622,0.638677,165,625,03_A8A2,1.0,low-high,high-low,False,165,33.0,$T_{low-high}$
067_03_A8A2_1.0,0.638677,0.086622,23,625,03_A8A2,1.0,high-low,low-high,False,23,4.6000000000000005,$T_{high-low}$
067_03_A8A2_2.0,0.236915,0.898053,26,40,03_A8A2,2.0,low-high,,False,26,5.2,$T_{low-high}$
068_03_A8A2_1.0,0.073089,0.927436,503,535,03_A8A2,1.0,low-high,,False,503,100.6,$T_{low-high}$
069_03_A8A2_2.0,0.067331,0.809155,110,115,03_A8A2,2.0,low-high,,False,110,22.0,$T_{low-high}$
070_03_A8A2_2.0,0.078136,0.901104,56,432,03_A8A2,2.0,low-high,low-low,False,347,69.4,$T_{low-high}$
070_03_A8A2_2.0,0.901104,0.078136,27,432,03_A8A2,2.0,high-low,low-high,False,27,5.4,$T_{high-low}$
072_03_A8A2_2.0,0.520065,-0.034439,303,492,03_A8A2,2.0,high-low,high-high,False,171,34.2,$T_{high-low}$
073_03_A8A2_1.0,0.009539,0.655735,56,65,03_A8A2,1.0,low-high,,False,56,11.2,$T_{low-high}$
073_03_A8A2_2.0,0.033863,0.944073,536,545,03_A8A2,2.0,low-high,,False,536,107.2,$T_{low-high}$
073_03_A8A2_2.0,0.944073,0.033863,8,545,03_A8A2,2.0,high-low,low-high,False,8,1.6,$T_{high-low}$
074_03_A8A2_1.0,0.03742,0.8799,836,845,03_A8A2,1.0,low-high,,False,836,167.20000000000002,$T_{low-high}$
074_03_A8A2_2.0,0.163149,0.562216,10,1175,03_A8A2,2.0,low-high,low-low,False,984,196.8,$T_{low-high}$
075_03_A8A2_1.0,0.395282,0.63807,102,150,03_A8A2,1.0,low-high,,False,102,20.4,$T_{low-high}$
075_03_A8A2_1.0,0.63807,0.395282,13,150,03_A8A2,1.0,high-low,low-high,False,13,2.6,$T_{high-low}$
075_03_A8A2_1.0,0.395282,0.63807,23,150,03_A8A2,1.0,low-high,high-low,False,23,4.6000000000000005,$T_{low-high}$
075_03_A8A2_2.0,0.290244,0.566222,13,240,03_A8A2,2.0,low-high,,False,13,2.6,$T_{low-high}$
075_03_A8A2_2.0,0.566222,0.290244,7,240,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
075_03_A8A2_2.0,0.290244,0.566222,49,240,03_A8A2,2.0,low-high,high-low,False,49,9.8,$T_{low-high}$
075_03_A8A2_2.0,0.566222,0.290244,8,240,03_A8A2,2.0,high-low,low-high,False,8,1.6,$T_{high-low}$
075_03_A8A2_2.0,0.290244,0.566222,47,240,03_A8A2,2.0,low-high,high-low,False,47,9.4,$T_{low-high}$
075_03_A8A2_2.0,0.566222,0.290244,14,240,03_A8A2,2.0,high-low,low-high,False,14,2.8000000000000003,$T_{high-low}$
075_03_A8A2_2.0,0.290244,0.566222,8,240,03_A8A2,2.0,low-high,high-low,False,8,1.6,$T_{low-high}$
076_03_A8A2_1.0,0.076762,0.5049,198,315,03_A8A2,1.0,low-high,,False,198,39.6,$T_{low-high}$
076_03_A8A2_1.0,0.5049,0.076762,17,315,03_A8A2,1.0,high-low,low-high,False,17,3.4000000000000004,$T_{high-low}$
076_03_A8A2_1.0,0.076762,0.5049,19,315,03_A8A2,1.0,low-high,high-low,False,19,3.8,$T_{low-high}$
076_03_A8A2_1.0,0.5049,0.076762,5,315,03_A8A2,1.0,high-low,low-high,False,5,1.0,$T_{high-low}$
076_03_A8A2_1.0,0.076762,0.868557,50,315,03_A8A2,1.0,low-high,high-low,False,50,10.0,$T_{low-high}$
076_03_A8A2_2.0,0.170469,0.567614,9,765,03_A8A2,2.0,low-high,low-low,False,727,145.4,$T_{low-high}$
077_03_A8A2_1.0,0.089363,0.898876,157,165,03_A8A2,1.0,low-high,,False,157,31.4,$T_{low-high}$
077_03_A8A2_2.0,0.102189,0.696383,1361,1375,03_A8A2,2.0,low-high,,False,1361,272.2,$T_{low-high}$
078_03_A8A2_1.0,0.201921,0.64176,58,585,03_A8A2,1.0,low-high,low-low,False,58,11.6,$T_{low-high}$
078_03_A8A2_1.0,0.64176,0.032536,3,585,03_A8A2,1.0,high-low,low-high,False,3,0.6000000000000001,$T_{high-low}$
078_03_A8A2_1.0,0.201921,0.64176,33,585,03_A8A2,1.0,low-high,low-low,False,33,6.6000000000000005,$T_{low-high}$
078_03_A8A2_1.0,0.64176,0.201921,8,585,03_A8A2,1.0,high-low,low-high,False,8,1.6,$T_{high-low}$
078_03_A8A2_1.0,0.201921,0.64176,3,585,03_A8A2,1.0,low-high,high-low,False,3,0.6000000000000001,$T_{low-high}$
078_03_A8A2_1.0,0.64176,0.032536,1,585,03_A8A2,1.0,high-low,low-high,False,1,0.2,$T_{high-low}$
078_03_A8A2_2.0,0.072893,0.79033,4,1800,03_A8A2,2.0,low-high,low-low,False,722,144.4,$T_{low-high}$
078_03_A8A2_2.0,0.79033,0.296343,132,1800,03_A8A2,2.0,high-low,low-high,False,132,26.4,$T_{high-low}$
078_03_A8A2_2.0,0.296343,0.79033,9,1800,03_A8A2,2.0,low-high,low-low,False,249,49.8,$T_{low-high}$
078_03_A8A2_2.0,0.79033,0.478918,7,1800,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
078_03_A8A2_2.0,0.478918,0.79033,19,1800,03_A8A2,2.0,low-high,low-low,False,64,12.8,$T_{low-high}$
078_03_A8A2_2.0,0.79033,0.296343,2,1800,03_A8A2,2.0,high-low,low-high,False,2,0.4,$T_{high-low}$
078_03_A8A2_2.0,0.296343,0.79033,7,1800,03_A8A2,2.0,low-high,low-low,False,305,61.0,$T_{low-high}$
078_03_A8A2_2.0,0.79033,0.296343,5,1800,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
078_03_A8A2_2.0,0.478918,0.79033,12,1800,03_A8A2,2.0,low-high,low-low,False,86,17.2,$T_{low-high}$
078_03_A8A2_2.0,0.79033,0.072893,19,1800,03_A8A2,2.0,high-low,low-high,False,19,3.8,$T_{high-low}$
079_03_A8A2_2.0,0.248939,0.741741,9,1046,03_A8A2,2.0,low-high,low-low,False,755,151.0,$T_{low-high}$
080_03_A8A2_1.0,0.113692,0.871673,79,85,03_A8A2,1.0,low-high,,False,79,15.8,$T_{low-high}$
080_03_A8A2_2.0,0.926667,0.386527,50,635,03_A8A2,2.0,high-low,high-high,False,310,62.0,$T_{high-low}$
080_03_A8A2_2.0,0.386527,0.848011,5,635,03_A8A2,2.0,low-high,high-low,False,5,1.0,$T_{low-high}$
082_03_A8A2_1.0,0.124595,0.655916,218,245,03_A8A2,1.0,low-high,,False,218,43.6,$T_{low-high}$
083_03_A8A2_2.0,0.09857,0.534947,60,410,03_A8A2,2.0,low-high,,False,60,12.0,$T_{low-high}$
083_03_A8A2_2.0,0.534947,0.257723,13,410,03_A8A2,2.0,high-low,low-high,False,13,2.6,$T_{high-low}$
083_03_A8A2_2.0,0.257723,0.534947,9,410,03_A8A2,2.0,low-high,high-low,False,9,1.8,$T_{low-high}$
083_03_A8A2_2.0,0.534947,0.09857,12,410,03_A8A2,2.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
084_03_A8A2_1.0,0.065536,0.783255,282,345,03_A8A2,1.0,low-high,,False,282,56.400000000000006,$T_{low-high}$
084_03_A8A2_1.0,0.783255,0.440102,19,345,03_A8A2,1.0,high-low,low-high,False,19,3.8,$T_{high-low}$
084_03_A8A2_2.0,-0.010903,0.52234,273,1110,03_A8A2,2.0,low-high,low-low,False,783,156.60000000000002,$T_{low-high}$
085_03_A8A2_1.0,0.068443,0.870109,124,1295,03_A8A2,1.0,low-high,low-low,False,497,99.4,$T_{low-high}$
085_03_A8A2_1.0,0.870109,0.068443,27,1295,03_A8A2,1.0,high-low,low-high,False,27,5.4,$T_{high-low}$
085_03_A8A2_1.0,0.490171,0.870109,1,1295,03_A8A2,1.0,low-high,low-low,False,626,125.2,$T_{low-high}$
085_03_A8A2_2.0,0.080615,0.82082,472,855,03_A8A2,2.0,low-high,low-low,False,177,35.4,$T_{low-high}$
085_03_A8A2_2.0,0.82082,0.443346,7,855,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
085_03_A8A2_2.0,0.443346,0.82082,16,855,03_A8A2,2.0,low-high,high-low,False,16,3.2,$T_{low-high}$
085_03_A8A2_2.0,0.82082,0.443346,47,855,03_A8A2,2.0,high-low,low-high,False,47,9.4,$T_{high-low}$
085_03_A8A2_2.0,0.443346,0.82082,50,855,03_A8A2,2.0,low-high,high-low,False,50,10.0,$T_{low-high}$
085_03_A8A2_2.0,0.82082,0.443346,20,855,03_A8A2,2.0,high-low,low-high,False,20,4.0,$T_{high-low}$
085_03_A8A2_2.0,0.443346,0.82082,29,855,03_A8A2,2.0,low-high,high-low,False,29,5.800000000000001,$T_{low-high}$
087_03_A8A2_1.0,0.063713,0.555358,1484,1495,03_A8A2,1.0,low-high,,False,1484,296.8,$T_{low-high}$
088_03_A8A2_2.0,0.450892,0.647365,2,675,03_A8A2,2.0,low-high,low-low,False,368,73.60000000000001,$T_{low-high}$
088_03_A8A2_2.0,0.647365,0.450892,55,675,03_A8A2,2.0,high-low,low-high,False,55,11.0,$T_{high-low}$
088_03_A8A2_2.0,0.450892,0.647365,150,675,03_A8A2,2.0,low-high,high-low,False,150,30.0,$T_{low-high}$
088_03_A8A2_2.0,0.647365,0.450892,11,675,03_A8A2,2.0,high-low,low-high,False,11,2.2,$T_{high-low}$
088_03_A8A2_2.0,0.450892,0.647365,11,675,03_A8A2,2.0,low-high,high-low,False,11,2.2,$T_{low-high}$
089_03_A8A2_1.0,0.511969,0.048234,14,1045,03_A8A2,1.0,high-low,,False,14,2.8000000000000003,$T_{high-low}$
089_03_A8A2_1.0,0.048234,0.511969,384,1045,03_A8A2,1.0,low-high,high-low,False,384,76.80000000000001,$T_{low-high}$
089_03_A8A2_1.0,0.511969,0.048234,12,1045,03_A8A2,1.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
089_03_A8A2_1.0,0.048234,0.511969,4,1045,03_A8A2,1.0,low-high,high-low,False,4,0.8,$T_{low-high}$
089_03_A8A2_1.0,0.511969,0.048234,1,1045,03_A8A2,1.0,high-low,low-high,False,1,0.2,$T_{high-low}$
089_03_A8A2_1.0,0.048234,0.511969,613,1045,03_A8A2,1.0,low-high,high-low,False,613,122.6,$T_{low-high}$
089_03_A8A2_2.0,0.463441,0.850216,5,1565,03_A8A2,2.0,low-high,low-low,False,1341,268.2,$T_{low-high}$
089_03_A8A2_2.0,0.850216,0.463441,5,1565,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
089_03_A8A2_2.0,0.463441,0.850216,8,1565,03_A8A2,2.0,low-high,low-low,False,169,33.800000000000004,$T_{low-high}$
090_03_A8A2_1.0,0.076925,0.847055,674,680,03_A8A2,1.0,low-high,,False,674,134.8,$T_{low-high}$
091_03_A8A2_2.0,0.15814,0.655418,9,1740,03_A8A2,2.0,low-high,low-low,False,9,1.8,$T_{low-high}$
091_03_A8A2_2.0,0.829453,0.005776,10,1740,03_A8A2,2.0,high-low,high-high,False,117,23.4,$T_{high-low}$
091_03_A8A2_2.0,0.15814,0.655418,4,1740,03_A8A2,2.0,low-high,low-low,False,1472,294.40000000000003,$T_{low-high}$
091_03_A8A2_2.0,0.655418,0.15814,5,1740,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
091_03_A8A2_2.0,0.15814,0.829453,6,1740,03_A8A2,2.0,low-high,low-low,False,73,14.6,$T_{low-high}$
093_03_A8A2_2.0,0.012681,0.515995,218,350,03_A8A2,2.0,low-high,,False,218,43.6,$T_{low-high}$
093_03_A8A2_2.0,0.515995,0.012681,31,350,03_A8A2,2.0,high-low,low-high,False,31,6.2,$T_{high-low}$
093_03_A8A2_2.0,0.012681,0.515995,11,350,03_A8A2,2.0,low-high,high-low,False,11,2.2,$T_{low-high}$
093_03_A8A2_2.0,0.515995,0.012681,77,350,03_A8A2,2.0,high-low,low-high,False,77,15.4,$T_{high-low}$
093_03_A8A2_2.0,0.012681,0.515995,6,350,03_A8A2,2.0,low-high,high-low,False,6,1.2000000000000002,$T_{low-high}$
095_03_A8A2_2.0,0.062454,0.535538,580,1560,03_A8A2,2.0,low-high,low-low,False,869,173.8,$T_{low-high}$
096_03_A8A2_2.0,0.14248,0.869011,49,133,03_A8A2,2.0,low-high,,False,49,9.8,$T_{low-high}$
096_03_A8A2_2.0,0.869011,0.14248,83,133,03_A8A2,2.0,high-low,low-high,False,83,16.6,$T_{high-low}$
097_03_A8A2_1.0,0.009358,0.664654,783,785,03_A8A2,1.0,low-high,,False,783,156.60000000000002,$T_{low-high}$
097_03_A8A2_2.0,0.88121,0.172904,95,101,03_A8A2,2.0,high-low,,False,95,19.0,$T_{high-low}$
098_03_A8A2_1.0,0.417467,0.749304,37,495,03_A8A2,1.0,low-high,low-low,False,260,52.0,$T_{low-high}$
098_03_A8A2_1.0,0.749304,0.417467,24,495,03_A8A2,1.0,high-low,low-high,False,24,4.800000000000001,$T_{high-low}$
098_03_A8A2_2.0,0.069806,0.857998,1035,1060,03_A8A2,2.0,low-high,,False,1035,207.0,$T_{low-high}$
098_03_A8A2_2.0,0.857998,0.069806,24,1060,03_A8A2,2.0,high-low,low-high,False,24,4.800000000000001,$T_{high-low}$
099_03_A8A2_1.0,0.000182,0.555722,1698,1705,03_A8A2,1.0,low-high,,False,1698,339.6,$T_{low-high}$
099_03_A8A2_2.0,0.09721,0.983747,808,835,03_A8A2,2.0,low-high,,False,808,161.60000000000002,$T_{low-high}$
099_03_A8A2_2.0,0.983747,0.09721,25,835,03_A8A2,2.0,high-low,low-high,False,25,5.0,$T_{high-low}$
100_03_A8A2_1.0,0.074417,0.743233,90,95,03_A8A2,1.0,low-high,,False,90,18.0,$T_{low-high}$
101_03_A8A2_1.0,0.061962,0.703114,86,105,03_A8A2,1.0,low-high,,False,86,17.2,$T_{low-high}$
101_03_A8A2_1.0,0.703114,0.061962,17,105,03_A8A2,1.0,high-low,low-high,False,17,3.4000000000000004,$T_{high-low}$
102_03_A8A2_2.0,0.085085,0.926031,249,380,03_A8A2,2.0,low-high,,False,249,49.8,$T_{low-high}$
102_03_A8A2_2.0,0.926031,0.085085,4,380,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
102_03_A8A2_2.0,0.085085,0.926031,107,380,03_A8A2,2.0,low-high,high-low,False,107,21.4,$T_{low-high}$
103_03_A8A2_1.0,0.348367,0.810441,9,825,03_A8A2,1.0,low-high,low-low,False,666,133.20000000000002,$T_{low-high}$
103_03_A8A2_1.0,0.810441,0.348367,139,825,03_A8A2,1.0,high-low,low-high,False,139,27.8,$T_{high-low}$
103_03_A8A2_1.0,0.348367,0.810441,6,825,03_A8A2,1.0,low-high,high-low,False,6,1.2000000000000002,$T_{low-high}$
103_03_A8A2_2.0,0.088752,0.921382,394,405,03_A8A2,2.0,low-high,,False,394,78.80000000000001,$T_{low-high}$
104_03_A8A2_2.0,0.890635,0.3799,219,225,03_A8A2,2.0,high-low,,False,219,43.8,$T_{high-low}$
105_03_A8A2_2.0,0.253688,0.625409,117,171,03_A8A2,2.0,low-high,,False,117,23.4,$T_{low-high}$
105_03_A8A2_2.0,0.625409,0.253688,45,171,03_A8A2,2.0,high-low,low-high,False,45,9.0,$T_{high-low}$
106_03_A8A2_2.0,0.458846,0.659821,10,457,03_A8A2,2.0,low-high,,False,10,2.0,$T_{low-high}$
106_03_A8A2_2.0,0.659821,0.458846,14,457,03_A8A2,2.0,high-low,low-high,False,14,2.8000000000000003,$T_{high-low}$
106_03_A8A2_2.0,0.458846,0.659821,98,457,03_A8A2,2.0,low-high,high-low,False,98,19.6,$T_{low-high}$
106_03_A8A2_2.0,0.659821,0.458846,13,457,03_A8A2,2.0,high-low,low-high,False,13,2.6,$T_{high-low}$
106_03_A8A2_2.0,0.458846,0.659821,48,457,03_A8A2,2.0,low-high,high-low,False,48,9.6,$T_{low-high}$
106_03_A8A2_2.0,0.659821,0.458846,9,457,03_A8A2,2.0,high-low,high-high,False,199,39.8,$T_{high-low}$
106_03_A8A2_2.0,0.458846,0.659821,1,457,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
106_03_A8A2_2.0,0.838238,0.458846,11,457,03_A8A2,2.0,high-low,high-high,False,53,10.6,$T_{high-low}$
107_03_A8A2_2.0,0.071199,0.766886,191,1355,03_A8A2,2.0,low-high,,False,191,38.2,$T_{low-high}$
107_03_A8A2_2.0,0.766886,0.252034,12,1355,03_A8A2,2.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
107_03_A8A2_2.0,0.071199,0.766886,233,1355,03_A8A2,2.0,low-high,low-low,False,222,44.400000000000006,$T_{low-high}$
107_03_A8A2_2.0,0.766886,0.252034,18,1355,03_A8A2,2.0,high-low,low-high,False,18,3.6,$T_{high-low}$
107_03_A8A2_2.0,0.252034,0.766886,35,1355,03_A8A2,2.0,low-high,low-low,False,439,87.80000000000001,$T_{low-high}$
107_03_A8A2_2.0,0.766886,0.071199,71,1355,03_A8A2,2.0,high-low,low-high,False,71,14.2,$T_{high-low}$
110_03_A8A2_2.0,0.038866,0.657256,896,1125,03_A8A2,2.0,low-high,,False,896,179.20000000000002,$T_{low-high}$
110_03_A8A2_2.0,0.657256,0.038866,62,1125,03_A8A2,2.0,high-low,low-high,False,62,12.4,$T_{high-low}$
110_03_A8A2_2.0,0.038866,0.657256,103,1125,03_A8A2,2.0,low-high,high-low,False,103,20.6,$T_{low-high}$
111_03_A8A2_2.0,0.044568,1.074667,77,80,03_A8A2,2.0,low-high,,False,77,15.4,$T_{low-high}$
114_03_A8A2_2.0,0.089608,0.793369,267,285,03_A8A2,2.0,low-high,,False,267,53.400000000000006,$T_{low-high}$
116_03_A8A2_2.0,0.108064,0.561527,321,335,03_A8A2,2.0,low-high,,False,321,64.2,$T_{low-high}$
117_03_A8A2_2.0,0.094853,0.85788,78,80,03_A8A2,2.0,low-high,,False,78,15.6,$T_{low-high}$
119_03_A8A2_2.0,0.023389,0.541254,798,825,03_A8A2,2.0,low-high,,False,798,159.60000000000002,$T_{low-high}$
119_03_A8A2_2.0,0.541254,0.023389,5,825,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
119_03_A8A2_2.0,0.023389,0.541254,12,825,03_A8A2,2.0,low-high,high-low,False,12,2.4000000000000004,$T_{low-high}$
119_03_A8A2_2.0,0.541254,0.023389,7,825,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
123_03_A8A2_2.0,-0.003952,0.775572,54,65,03_A8A2,2.0,low-high,,False,54,10.8,$T_{low-high}$
127_03_A8A2_2.0,0.167357,0.793482,1,1001,03_A8A2,2.0,low-high,low-low,False,902,180.4,$T_{low-high}$
127_03_A8A2_2.0,0.793482,0.03029,62,1001,03_A8A2,2.0,high-low,low-high,False,62,12.4,$T_{high-low}$
127_03_A8A2_2.0,0.167357,0.793482,14,1001,03_A8A2,2.0,low-high,low-low,False,14,2.8000000000000003,$T_{low-high}$
128_03_A8A2_2.0,0.050733,0.935329,409,435,03_A8A2,2.0,low-high,,False,409,81.80000000000001,$T_{low-high}$
129_03_A8A2_2.0,0.124117,0.685473,43,111,03_A8A2,2.0,low-high,,False,43,8.6,$T_{low-high}$
129_03_A8A2_2.0,0.685473,0.124117,58,111,03_A8A2,2.0,high-low,low-high,False,58,11.6,$T_{high-low}$
130_03_A8A2_2.0,0.080184,0.840992,40,55,03_A8A2,2.0,low-high,,False,40,8.0,$T_{low-high}$
132_03_A8A2_2.0,0.063419,0.538498,43,1175,03_A8A2,2.0,low-high,low-low,False,1058,211.6,$T_{low-high}$
133_03_A8A2_2.0,-0.096448,0.92758,1,1734,03_A8A2,2.0,low-high,low-low,False,306,61.2,$T_{low-high}$
133_03_A8A2_2.0,0.92758,0.05292,5,1734,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
133_03_A8A2_2.0,0.162786,0.92758,9,1734,03_A8A2,2.0,low-high,low-low,False,1411,282.2,$T_{low-high}$
135_03_A8A2_2.0,0.128925,0.546821,3,1733,03_A8A2,2.0,low-high,low-low,False,567,113.4,$T_{low-high}$
135_03_A8A2_2.0,0.546821,0.128925,11,1733,03_A8A2,2.0,high-low,low-high,False,11,2.2,$T_{high-low}$
135_03_A8A2_2.0,0.128925,0.546821,49,1733,03_A8A2,2.0,low-high,low-low,False,1086,217.2,$T_{low-high}$
136_03_A8A2_2.0,0.7198,0.285176,23,228,03_A8A2,2.0,high-low,high-high,False,176,35.2,$T_{high-low}$
136_03_A8A2_2.0,0.285176,0.7198,14,228,03_A8A2,2.0,low-high,high-low,False,14,2.8000000000000003,$T_{low-high}$
136_03_A8A2_2.0,0.7198,0.285176,7,228,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
137_03_A8A2_2.0,0.417893,0.864472,2,694,03_A8A2,2.0,low-high,low-low,False,612,122.4,$T_{low-high}$
137_03_A8A2_2.0,0.864472,0.417893,34,694,03_A8A2,2.0,high-low,low-high,False,34,6.800000000000001,$T_{high-low}$
137_03_A8A2_2.0,0.417893,0.864472,1,694,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
138_03_A8A2_2.0,0.181444,0.875739,32,510,03_A8A2,2.0,low-high,,False,32,6.4,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,12,510,03_A8A2,2.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,41,510,03_A8A2,2.0,low-high,high-low,False,41,8.200000000000001,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,9,510,03_A8A2,2.0,high-low,low-high,False,9,1.8,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,59,510,03_A8A2,2.0,low-high,high-low,False,59,11.8,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,6,510,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,13,510,03_A8A2,2.0,low-high,high-low,False,13,2.6,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,2,510,03_A8A2,2.0,high-low,low-high,False,2,0.4,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,1,510,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,16,510,03_A8A2,2.0,high-low,low-high,False,16,3.2,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,51,510,03_A8A2,2.0,low-high,high-low,False,51,10.2,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,3,510,03_A8A2,2.0,high-low,low-high,False,3,0.6000000000000001,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,24,510,03_A8A2,2.0,low-high,high-low,False,24,4.800000000000001,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,36,510,03_A8A2,2.0,high-low,low-high,False,36,7.2,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,59,510,03_A8A2,2.0,low-high,high-low,False,59,11.8,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,28,510,03_A8A2,2.0,high-low,low-high,False,28,5.6000000000000005,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,45,510,03_A8A2,2.0,low-high,high-low,False,45,9.0,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,4,510,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,10,510,03_A8A2,2.0,low-high,high-low,False,10,2.0,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,21,510,03_A8A2,2.0,high-low,low-high,False,21,4.2,$T_{high-low}$
138_03_A8A2_2.0,0.181444,0.875739,16,510,03_A8A2,2.0,low-high,high-low,False,16,3.2,$T_{low-high}$
138_03_A8A2_2.0,0.875739,0.181444,21,510,03_A8A2,2.0,high-low,low-high,False,21,4.2,$T_{high-low}$
141_03_A8A2_2.0,0.064018,0.537081,339,755,03_A8A2,2.0,low-high,,False,339,67.8,$T_{low-high}$
141_03_A8A2_2.0,0.537081,0.064018,10,755,03_A8A2,2.0,high-low,low-high,False,10,2.0,$T_{high-low}$
141_03_A8A2_2.0,0.337255,0.537081,32,755,03_A8A2,2.0,low-high,low-low,False,206,41.2,$T_{low-high}$
141_03_A8A2_2.0,0.537081,0.337255,36,755,03_A8A2,2.0,high-low,low-high,False,36,7.2,$T_{high-low}$
141_03_A8A2_2.0,0.337255,0.537081,18,755,03_A8A2,2.0,low-high,high-low,False,18,3.6,$T_{low-high}$
144_03_A8A2_2.0,0.957875,0.062669,19,325,03_A8A2,2.0,high-low,high-high,False,220,44.0,$T_{high-low}$
144_03_A8A2_2.0,0.062669,0.631049,53,325,03_A8A2,2.0,low-high,high-low,False,53,10.6,$T_{low-high}$
146_03_A8A2_2.0,0.570214,0.27167,72,1791,03_A8A2,2.0,high-low,high-high,False,72,14.4,$T_{high-low}$
146_03_A8A2_2.0,0.27167,0.570214,19,1791,03_A8A2,2.0,low-high,high-low,False,19,3.8,$T_{low-high}$
146_03_A8A2_2.0,0.570214,0.09403,81,1791,03_A8A2,2.0,high-low,low-high,False,81,16.2,$T_{high-low}$
146_03_A8A2_2.0,0.27167,0.570214,108,1791,03_A8A2,2.0,low-high,low-low,False,108,21.6,$T_{low-high}$
146_03_A8A2_2.0,0.570214,0.27167,120,1791,03_A8A2,2.0,high-low,low-high,False,120,24.0,$T_{high-low}$
146_03_A8A2_2.0,0.27167,0.570214,3,1791,03_A8A2,2.0,low-high,low-low,False,346,69.2,$T_{low-high}$
146_03_A8A2_2.0,0.570214,0.09403,1,1791,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
146_03_A8A2_2.0,0.27167,0.570214,91,1791,03_A8A2,2.0,low-high,low-low,False,91,18.2,$T_{low-high}$
146_03_A8A2_2.0,0.570214,0.27167,3,1791,03_A8A2,2.0,high-low,low-high,False,3,0.6000000000000001,$T_{high-low}$
156_03_A8A2_2.0,0.6514,0.210127,54,94,03_A8A2,2.0,high-low,high-high,False,54,10.8,$T_{high-low}$
161_03_A8A2_2.0,0.502075,0.310489,19,466,03_A8A2,2.0,high-low,high-high,False,73,14.6,$T_{high-low}$
161_03_A8A2_2.0,0.310489,0.502075,64,466,03_A8A2,2.0,low-high,high-low,False,64,12.8,$T_{low-high}$
161_03_A8A2_2.0,0.502075,0.310489,51,466,03_A8A2,2.0,high-low,low-high,False,51,10.2,$T_{high-low}$
161_03_A8A2_2.0,0.310489,0.502075,15,466,03_A8A2,2.0,low-high,high-low,False,15,3.0,$T_{low-high}$
