Molecule,FRET_before,FRET_after,Time,number_of_frames,treatment_name,repeat,transition_type,shift,is_in_sequence,CumulativeTime,CumulativeTime(s)
113_03_A8A2_2.0,-0.033114,0.072733,17,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,67,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,17,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,71,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,5,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,23,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,7,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,110,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,49,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,196,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,23,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,0.408257,107,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.408257,0.072733,99,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,55,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.408257,21,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.408257,-0.033114,32,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,6,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,-0.033114,17,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,-0.033114,0.072733,12,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
113_03_A8A2_2.0,0.072733,0.408257,92,1725,03_A8A2,2.0,low-low,low-low,True,0,0.0
114_03_A8A2_2.0,0.089608,0.793369,267,285,03_A8A2,2.0,low-high,,False,267,53.400000000000006
115_03_A8A2_2.0,0.02821,0.430833,380,475,03_A8A2,2.0,low-low,,True,0,0.0
115_03_A8A2_2.0,0.430833,0.02821,63,475,03_A8A2,2.0,low-low,low-low,True,0,0.0
116_03_A8A2_2.0,0.108064,0.561527,321,335,03_A8A2,2.0,low-high,,False,321,64.2
117_03_A8A2_2.0,0.094853,0.85788,78,80,03_A8A2,2.0,low-high,,False,78,15.600000000000001
118_03_A8A2_2.0,-0.000702,0.23683,202,230,03_A8A2,2.0,low-low,,False,0,0.0
119_03_A8A2_2.0,0.023389,0.541254,798,825,03_A8A2,2.0,low-high,,False,798,159.60000000000002
119_03_A8A2_2.0,0.541254,0.023389,5,825,03_A8A2,2.0,high-low,low-high,False,5,1.0
119_03_A8A2_2.0,0.023389,0.541254,12,825,03_A8A2,2.0,low-high,high-low,False,12,2.4000000000000004
119_03_A8A2_2.0,0.541254,0.023389,7,825,03_A8A2,2.0,high-low,low-high,False,7,1.4000000000000001
122_03_A8A2_2.0,0.060346,0.432315,235,265,03_A8A2,2.0,low-low,,True,0,0.0
122_03_A8A2_2.0,0.432315,0.060346,28,265,03_A8A2,2.0,low-low,low-low,True,0,0.0
123_03_A8A2_2.0,-0.003952,0.775572,54,65,03_A8A2,2.0,low-high,,False,54,10.8
124_03_A8A2_2.0,0.049244,0.298146,1182,1225,03_A8A2,2.0,low-low,,False,0,0.0
125_03_A8A2_2.0,0.068687,0.241437,909,1090,03_A8A2,2.0,low-low,,True,0,0.0
125_03_A8A2_2.0,0.241437,0.068687,19,1090,03_A8A2,2.0,low-low,low-low,True,0,0.0
125_03_A8A2_2.0,0.068687,0.241437,22,1090,03_A8A2,2.0,low-low,low-low,True,0,0.0
125_03_A8A2_2.0,0.241437,0.068687,95,1090,03_A8A2,2.0,low-low,low-low,True,0,0.0
125_03_A8A2_2.0,0.068687,0.241437,13,1090,03_A8A2,2.0,low-low,low-low,True,0,0.0
126_03_A8A2_2.0,0.094209,0.264843,440,775,03_A8A2,2.0,low-low,,True,0,0.0
126_03_A8A2_2.0,0.264843,0.094209,62,775,03_A8A2,2.0,low-low,low-low,True,0,0.0
126_03_A8A2_2.0,0.094209,0.264843,98,775,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,18,1001,03_A8A2,2.0,low-low,,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,17,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,28,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,5,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,-0.154616,15,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.167357,4,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,5,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,12,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.167357,3,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,11,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,61,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.167357,4,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,3,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,37,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,77,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,6,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,2,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,36,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,9,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,23,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,5,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,42,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,1,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,43,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,11,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,25,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,1,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,27,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.167357,2,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,-0.154616,18,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,15,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,12,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,1,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,26,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,19,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,8,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,3,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,-0.154616,23,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,-0.154616,0.03029,5,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,30,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,9,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,16,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,12,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,7,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,20,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,21,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,6,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,22,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,8,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,21,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.03029,37,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.03029,0.167357,30,1001,03_A8A2,2.0,low-low,low-low,True,0,0.0
127_03_A8A2_2.0,0.167357,0.793482,1,1001,03_A8A2,2.0,low-high,low-low,False,902,180.4
127_03_A8A2_2.0,0.793482,0.03029,62,1001,03_A8A2,2.0,high-low,low-high,False,62,12.4
127_03_A8A2_2.0,0.03029,0.167357,4,1001,03_A8A2,2.0,low-low,high-low,False,0,0.0
127_03_A8A2_2.0,0.167357,0.793482,14,1001,03_A8A2,2.0,low-high,low-low,False,14,2.8000000000000003
128_03_A8A2_2.0,0.050733,0.935329,409,435,03_A8A2,2.0,low-high,,False,409,81.80000000000001
129_03_A8A2_2.0,0.124117,0.685473,43,111,03_A8A2,2.0,low-high,,False,43,8.6
129_03_A8A2_2.0,0.685473,0.124117,58,111,03_A8A2,2.0,high-low,low-high,False,58,11.600000000000001
130_03_A8A2_2.0,0.080184,0.840992,40,55,03_A8A2,2.0,low-high,,False,40,8.0
131_03_A8A2_2.0,-0.154169,0.02579,1,688,03_A8A2,2.0,low-low,,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,62,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,6,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,63,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,9,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,131,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,2,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,0.367088,31,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.367088,0.02579,17,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,4,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,7,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,0.367088,20,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.367088,0.02579,12,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,78,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,1,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,30,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,-0.154169,0.02579,4,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
131_03_A8A2_2.0,0.02579,-0.154169,64,688,03_A8A2,2.0,low-low,low-low,True,0,0.0
